animal_type,has_name,age_days_outcome,age_group_intake,los_at_shelter,month_of_outcome,is_fixed,breed_type,color_group,intake_condition_group,agg_cluster
Cat,1,734,Young Adult,2,July,0,Pure,Other,Healthy/Normal,0
Cat,0,308,Puppy/Kitten,4,November,0,Mix,White,Healthy/Normal,0
Dog,1,83,Puppy/Kitten,56,March,1,Mix,Black,Injured,0
Dog,1,134,Puppy/Kitten,11,December,1,Mix,Brown,Healthy/Normal,0
Dog,1,140,Puppy/Kitten,5,June,1,Pure,White,Healthy/Normal,0
Cat,1,3658,Senior,6,June,1,Mix,White,Healthy/Normal,0
Dog,1,780,Young Adult,49,May,0,Mix,Black,Healthy/Normal,0
Dog,0,734,Young Adult,3,August,1,Pure,White,Healthy/Normal,0
Cat,1,50,Puppy/Kitten,11,November,0,Mix,Brown,Healthy/Normal,0
Cat,1,2193,Adult,12,March,1,Pure,Brown,Healthy/Normal,0
Cat,1,180,Puppy/Kitten,58,September,1,Mix,Black,Healthy/Normal,0
Dog,1,2443,Adult,98,October,1,Pure,White,Healthy/Normal,0
Cat,1,88,Puppy/Kitten,46,July,1,Mix,Red,Life Stage/Developmental,0
Dog,1,876,Young Adult,144,April,1,Mix,White,Healthy/Normal,0
Dog,1,1549,Adult,20,December,1,Mix,White,Healthy/Normal,0
Cat,1,95,Puppy/Kitten,3,January,1,Mix,Black,Healthy/Normal,0
Cat,0,82,Puppy/Kitten,81,December,1,Mix,Grey,Life Stage/Developmental,0
Dog,0,78,Puppy/Kitten,1,October,0,Mix,White,Healthy/Normal,0
Dog,1,5117,Senior,5,January,1,Mix,Gold,Healthy/Normal,0
Dog,1,283,Puppy/Kitten,40,May,1,Mix,White,Healthy/Normal,0
Cat,1,736,Young Adult,5,February,1,Mix,Brown,Healthy/Normal,0
Dog,0,80,Puppy/Kitten,4,June,1,Pure,Brown,Healthy/Normal,0
Cat,1,29,Puppy/Kitten,1,April,0,Mix,Black,Healthy/Normal,0
Dog,1,745,Young Adult,8,March,1,Mix,Tricolor,Healthy/Normal,0
Cat,1,336,Puppy/Kitten,1,April,1,Mix,White,Healthy/Normal,0
Dog,1,3288,Senior,1,April,1,Mix,Grey,Healthy/Normal,0
Cat,1,66,Puppy/Kitten,34,September,1,Pure,Other,Healthy/Normal,0
Other,1,554,Young Adult,4,January,0,Mix,White,Healthy/Normal,0
Dog,1,739,Young Adult,8,April,1,Mix,Gold,Healthy/Normal,0
Cat,1,110,Puppy/Kitten,49,September,1,Mix,Brown,Healthy/Normal,0
Cat,1,65,Puppy/Kitten,3,October,0,Pure,White,Healthy/Normal,0
Dog,1,131,Puppy/Kitten,8,July,1,Mix,Black,Life Stage/Developmental,0
Dog,1,152,Puppy/Kitten,15,February,1,Pure,Black,Healthy/Normal,0
Cat,0,735,Young Adult,4,January,1,Pure,Other,Healthy/Normal,0
Dog,1,1192,Adult,4,February,1,Mix,Black,Healthy/Normal,0
Dog,0,772,Young Adult,42,December,0,Mix,White,Injured,0
Dog,1,5479,Senior,4,September,1,Pure,White,Healthy/Normal,0
Dog,1,374,Young Adult,8,November,0,Pure,Black,Healthy/Normal,0
Cat,1,5485,Senior,6,December,1,Mix,White,Sick/Medical,0
Dog,1,421,Young Adult,13,May,1,Mix,Black,Healthy/Normal,0
Cat,1,1124,Adult,28,November,1,Pure,White,Healthy/Normal,0
Cat,1,449,Young Adult,82,July,1,Pure,Red,Injured,0
Cat,1,156,Puppy/Kitten,34,November,1,Mix,Other,Healthy/Normal,0
Dog,1,1470,Adult,8,August,1,Mix,Black,Healthy/Normal,0
Dog,1,5118,Senior,1,November,0,Pure,Black,Healthy/Normal,0
Dog,0,305,Puppy/Kitten,1,July,0,Pure,Black,Life Stage/Developmental,0
Dog,1,232,Puppy/Kitten,196,January,0,Pure,Black,Healthy/Normal,0
Dog,1,392,Young Adult,4,June,1,Pure,Black,Healthy/Normal,0
Cat,0,120,Puppy/Kitten,28,December,1,Mix,Grey,Healthy/Normal,0
Dog,1,1236,Adult,140,March,1,Mix,Black,Healthy/Normal,0
Cat,1,78,Puppy/Kitten,4,July,1,Pure,Red,Healthy/Normal,0
Dog,1,393,Young Adult,28,January,1,Pure,Black,Healthy/Normal,0
Cat,0,735,Young Adult,3,February,0,Mix,Brown,Injured,0
Dog,1,738,Young Adult,6,December,0,Mix,White,Healthy/Normal,0
Cat,1,103,Puppy/Kitten,11,December,1,Pure,Brown,Healthy/Normal,0
Cat,0,50,Puppy/Kitten,20,July,1,Pure,Black,Sick/Medical,0
Dog,0,66,Puppy/Kitten,4,May,1,Pure,Black,Healthy/Normal,0
Cat,1,69,Puppy/Kitten,38,June,1,Mix,Black,Healthy/Normal,0
Cat,1,374,Young Adult,8,August,0,Pure,Grey,Healthy/Normal,0
Dog,1,381,Young Adult,16,August,0,Pure,Other,Healthy/Normal,0
Dog,1,1475,Adult,14,March,1,Pure,Black,Healthy/Normal,0
Dog,0,1102,Adult,4,May,1,Mix,Black,Healthy/Normal,0
Cat,1,148,Puppy/Kitten,80,August,1,Pure,Brown,Healthy/Normal,0
Cat,1,86,Puppy/Kitten,10,July,1,Mix,Grey,Healthy/Normal,0
Dog,1,517,Young Adult,151,November,1,Mix,Gold,Healthy/Normal,0
Cat,1,61,Puppy/Kitten,46,July,0,Mix,Grey,Injured,0
Cat,1,4211,Senior,13,September,1,Pure,Grey,Healthy/Normal,0
Dog,1,566,Young Adult,6,November,1,Mix,Red,Healthy/Normal,0
Cat,0,50,Puppy/Kitten,6,December,0,Pure,Black,Healthy/Normal,0
Other,1,184,Puppy/Kitten,3,May,0,Pure,Black,Healthy/Normal,0
Dog,1,1106,Adult,10,February,1,Mix,White,Healthy/Normal,0
Cat,1,56,Puppy/Kitten,32,June,1,Pure,White,Injured,0
Dog,1,915,Young Adult,2,June,1,Mix,Black,Healthy/Normal,0
Dog,1,769,Young Adult,38,June,0,Mix,White,Healthy/Normal,0
Cat,0,65,Puppy/Kitten,4,May,1,Mix,White,Healthy/Normal,0
Cat,0,60,Puppy/Kitten,30,August,0,Pure,White,Sick/Medical,0
Dog,1,131,Puppy/Kitten,15,November,1,Mix,White,Healthy/Normal,0
Dog,0,735,Young Adult,5,November,0,Pure,White,Healthy/Normal,0
Cat,0,97,Puppy/Kitten,96,July,1,Mix,Brown,Healthy/Normal,0
Cat,1,63,Puppy/Kitten,41,June,1,Mix,White,Healthy/Normal,0
Dog,1,247,Puppy/Kitten,4,April,1,Pure,White,Healthy/Normal,0
Cat,1,5555,Senior,76,July,1,Mix,White,Healthy/Normal,0
Cat,1,69,Puppy/Kitten,37,September,1,Pure,Other,Healthy/Normal,0
Dog,1,2196,Adult,5,December,0,Mix,White,Healthy/Normal,0
Cat,1,189,Puppy/Kitten,5,March,1,Pure,Other,Healthy/Normal,0
Cat,0,1100,Adult,3,June,0,Pure,Brown,Healthy/Normal,0
Dog,1,110,Puppy/Kitten,7,June,1,Mix,Brown,Healthy/Normal,0
Cat,1,373,Young Adult,8,February,1,Mix,Other,Healthy/Normal,0
Dog,0,65,Puppy/Kitten,4,October,1,Mix,White,Healthy/Normal,0
Cat,1,917,Young Adult,8,December,1,Mix,Red,Healthy/Normal,0
Dog,0,139,Puppy/Kitten,4,June,1,Mix,White,Healthy/Normal,0
Dog,0,64,Puppy/Kitten,20,April,0,Mix,Gold,Healthy/Normal,0
Dog,1,2199,Adult,7,November,1,Pure,Black,Healthy/Normal,0
Cat,1,104,Puppy/Kitten,8,July,1,Pure,Other,Sick/Medical,0
Dog,1,773,Young Adult,12,February,1,Mix,Black,Healthy/Normal,0
Cat,1,127,Puppy/Kitten,5,December,1,Pure,Grey,Healthy/Normal,0
Cat,0,26,Puppy/Kitten,3,July,0,Pure,Brown,Life Stage/Developmental,0
Dog,0,73,Puppy/Kitten,4,December,1,Pure,White,Healthy/Normal,0
Cat,0,735,Young Adult,3,April,1,Mix,Black,Injured,0
Dog,1,740,Young Adult,8,December,0,Pure,White,Healthy/Normal,0
Dog,1,2966,Senior,43,October,1,Mix,Black,Healthy/Normal,0
Other,1,43,Puppy/Kitten,40,October,0,Pure,Tricolor,Healthy/Normal,0
Other,0,366,Young Adult,1,September,0,Pure,Red,Healthy/Normal,0
Cat,1,43,Puppy/Kitten,6,June,0,Mix,White,Healthy/Normal,0
Dog,1,374,Young Adult,8,June,1,Mix,Black,Healthy/Normal,0
Dog,1,184,Puppy/Kitten,3,July,0,Pure,White,Healthy/Normal,0
Dog,1,186,Puppy/Kitten,4,April,1,Mix,White,Healthy/Normal,0
Cat,1,78,Puppy/Kitten,61,June,1,Pure,Brown,Healthy/Normal,0
Cat,1,98,Puppy/Kitten,13,October,1,Pure,Red,Healthy/Normal,0
Dog,0,66,Puppy/Kitten,61,June,1,Pure,White,Life Stage/Developmental,0
Cat,1,103,Puppy/Kitten,23,February,1,Mix,Red,Healthy/Normal,0
Dog,1,762,Young Adult,105,August,1,Mix,White,Healthy/Normal,0
Dog,1,1009,Young Adult,6,November,1,Pure,White,Healthy/Normal,0
Cat,0,82,Puppy/Kitten,2,June,1,Mix,White,Healthy/Normal,0
Dog,1,739,Young Adult,7,March,0,Pure,White,Healthy/Normal,0
Cat,1,43,Puppy/Kitten,5,October,0,Mix,Black,Healthy/Normal,0
Dog,0,735,Young Adult,4,March,1,Pure,White,Healthy/Normal,0
Dog,1,236,Puppy/Kitten,24,September,1,Mix,White,Healthy/Normal,0
Dog,1,740,Young Adult,9,June,0,Mix,Brown,Healthy/Normal,0
Dog,1,1416,Adult,74,February,1,Pure,White,Healthy/Normal,0
Cat,1,117,Puppy/Kitten,74,April,1,Mix,White,Healthy/Normal,0
Dog,1,4383,Senior,1,September,0,Mix,Grey,Injured,0
Cat,1,336,Puppy/Kitten,6,March,1,Pure,Other,Healthy/Normal,0
Cat,1,31,Puppy/Kitten,4,May,0,Mix,Red,Injured,0
Cat,1,90,Puppy/Kitten,45,July,1,Mix,Brown,Healthy/Normal,0
Cat,0,25,Puppy/Kitten,11,June,0,Pure,Black,Healthy/Normal,0
Cat,1,128,Puppy/Kitten,6,January,1,Pure,Brown,Healthy/Normal,0
Dog,1,230,Puppy/Kitten,77,December,0,Pure,White,Injured,0
Dog,1,69,Puppy/Kitten,8,August,1,Mix,Black,Sick/Medical,0
Dog,1,744,Young Adult,13,June,0,Mix,White,Healthy/Normal,0
Dog,1,374,Young Adult,8,November,1,Pure,White,Healthy/Normal,0
Dog,1,2564,Senior,7,March,1,Mix,Gold,Healthy/Normal,0
Cat,1,110,Puppy/Kitten,18,January,1,Pure,Black,Healthy/Normal,0
Dog,1,2088,Adult,3,November,1,Mix,White,Healthy/Normal,0
Dog,1,1096,Adult,1,January,1,Mix,Red,Healthy/Normal,0
Cat,1,80,Puppy/Kitten,42,May,1,Pure,Black,Life Stage/Developmental,0
Cat,1,657,Young Adult,92,September,1,Mix,White,Healthy/Normal,0
Cat,1,3986,Senior,2,May,1,Mix,Black,Healthy/Normal,0
Dog,1,734,Young Adult,3,November,0,Pure,Black,Healthy/Normal,0
Cat,0,52,Puppy/Kitten,6,July,1,Mix,Black,Healthy/Normal,0
Dog,0,7,Puppy/Kitten,1,April,0,Mix,White,Healthy/Normal,0
Dog,1,748,Young Adult,11,September,1,Pure,Black,Healthy/Normal,0
Cat,1,143,Puppy/Kitten,50,September,1,Mix,Black,Healthy/Normal,0
Dog,1,1281,Adult,3,March,1,Pure,Black,Healthy/Normal,0
Cat,1,740,Young Adult,9,October,1,Pure,Black,Healthy/Normal,0
Dog,1,689,Young Adult,8,May,1,Mix,Grey,Healthy/Normal,0
Dog,1,390,Young Adult,23,May,0,Mix,White,Healthy/Normal,0
Cat,1,69,Puppy/Kitten,24,May,1,Mix,Brown,Healthy/Normal,0
Dog,1,95,Puppy/Kitten,4,April,0,Mix,Black,Injured,0
Cat,1,206,Puppy/Kitten,7,February,1,Pure,White,Healthy/Normal,0
Cat,0,81,Puppy/Kitten,35,November,1,Mix,Brown,Healthy/Normal,0
Cat,1,106,Puppy/Kitten,84,December,1,Mix,Other,Healthy/Normal,0
Dog,1,4750,Senior,3,April,1,Mix,Gold,Sick/Medical,0
Cat,1,188,Puppy/Kitten,135,January,1,Pure,White,Healthy/Normal,0
Dog,1,379,Young Adult,14,August,1,Mix,Black,Healthy/Normal,0
Cat,0,63,Puppy/Kitten,1,July,0,Pure,Black,Healthy/Normal,0
Dog,1,203,Puppy/Kitten,2,July,1,Mix,Black,Healthy/Normal,0
Dog,1,382,Young Adult,16,January,0,Mix,White,Healthy/Normal,0
Dog,1,1023,Young Adult,79,June,1,Mix,White,Healthy/Normal,0
Dog,1,1826,Adult,2,April,1,Pure,White,Healthy/Normal,0
Dog,1,928,Young Adult,13,November,1,Mix,Black,Healthy/Normal,0
Dog,1,1831,Adult,4,January,1,Mix,Gold,Healthy/Normal,0
Dog,1,381,Young Adult,16,February,1,Mix,White,Healthy/Normal,0
Cat,1,735,Young Adult,5,March,1,Pure,Black,Healthy/Normal,0
Cat,1,158,Puppy/Kitten,5,September,1,Mix,Black,Healthy/Normal,0
Cat,1,3652,Senior,1,June,1,Mix,White,Healthy/Normal,0
Dog,1,2565,Senior,10,August,1,Pure,Black,Healthy/Normal,0
Dog,0,78,Puppy/Kitten,4,April,1,Mix,White,Healthy/Normal,0
Cat,1,63,Puppy/Kitten,25,May,1,Mix,Red,Life Stage/Developmental,0
Dog,1,68,Puppy/Kitten,28,January,1,Mix,Black,Healthy/Normal,0
Cat,0,153,Puppy/Kitten,2,April,1,Mix,Grey,Healthy/Normal,0
Dog,1,335,Puppy/Kitten,1,May,1,Pure,White,Healthy/Normal,0
Cat,1,81,Puppy/Kitten,6,July,1,Pure,Grey,Healthy/Normal,0
Dog,1,369,Young Adult,4,March,1,Mix,White,Healthy/Normal,0
Dog,1,2926,Senior,4,December,1,Mix,Tricolor,Life Stage/Developmental,0
Cat,1,1856,Adult,30,April,1,Pure,Grey,Injured,0
Dog,1,346,Puppy/Kitten,3,September,1,Mix,Tricolor,Healthy/Normal,0
Cat,1,4125,Senior,6,January,1,Mix,Grey,Healthy/Normal,0
Cat,1,2562,Senior,4,September,1,Mix,Other,Healthy/Normal,0
Cat,1,81,Puppy/Kitten,56,June,1,Mix,White,Healthy/Normal,0
Cat,1,290,Puppy/Kitten,9,October,1,Mix,Other,Healthy/Normal,0
Cat,0,734,Young Adult,3,January,0,Mix,White,Healthy/Normal,0
Dog,0,1100,Adult,4,August,1,Pure,Black,Healthy/Normal,0
Dog,0,125,Puppy/Kitten,5,May,1,Pure,White,Healthy/Normal,0
Cat,1,4406,Senior,21,October,1,Mix,White,Healthy/Normal,0
Dog,1,291,Puppy/Kitten,18,October,1,Mix,Tricolor,Healthy/Normal,0
Dog,1,1142,Young Adult,48,March,1,Mix,Black,Healthy/Normal,0
Cat,0,377,Young Adult,12,November,0,Mix,Black,Healthy/Normal,0
Cat,1,44,Puppy/Kitten,3,September,0,Mix,Black,Healthy/Normal,0
Cat,1,406,Young Adult,41,July,1,Pure,Other,Healthy/Normal,0
Dog,0,550,Young Adult,5,December,1,Mix,Brown,Healthy/Normal,0
Cat,1,78,Puppy/Kitten,56,June,1,Mix,Other,Healthy/Normal,0
Dog,1,3352,Senior,66,June,1,Pure,White,Healthy/Normal,0
Dog,1,1139,Adult,7,May,1,Mix,Brown,Sick/Medical,0
Cat,0,53,Puppy/Kitten,30,August,0,Pure,Other,Healthy/Normal,0
Dog,1,81,Puppy/Kitten,5,May,1,Mix,White,Healthy/Normal,0
Dog,1,762,Young Adult,32,May,1,Pure,White,Injured,0
Cat,1,203,Puppy/Kitten,111,April,0,Mix,Black,Injured,0
Cat,0,69,Puppy/Kitten,7,September,1,Pure,Black,Healthy/Normal,0
Dog,1,388,Young Adult,22,August,0,Mix,Black,Healthy/Normal,0
Cat,1,25,Puppy/Kitten,1,June,0,Pure,Brown,Life Stage/Developmental,0
Cat,0,186,Puppy/Kitten,4,March,1,Pure,Other,Healthy/Normal,0
Dog,1,498,Young Adult,4,March,1,Pure,Black,Healthy/Normal,0
Dog,1,56,Puppy/Kitten,13,January,0,Pure,Black,Healthy/Normal,0
Dog,1,1530,Adult,41,December,1,Mix,Black,Healthy/Normal,0
Cat,1,63,Puppy/Kitten,22,December,1,Pure,White,Healthy/Normal,0
Dog,1,372,Young Adult,6,November,0,Pure,Red,Healthy/Normal,0
Dog,0,732,Young Adult,2,April,1,Mix,White,Healthy/Normal,0
Other,0,369,Young Adult,3,November,0,Mix,White,Healthy/Normal,0
Cat,1,79,Puppy/Kitten,3,May,1,Mix,White,Healthy/Normal,0
Dog,1,1830,Adult,3,July,0,Pure,White,Healthy/Normal,0
Dog,1,5113,Senior,1,October,1,Mix,White,Healthy/Normal,0
Cat,1,153,Puppy/Kitten,47,August,1,Pure,White,Healthy/Normal,0
Dog,1,913,Young Adult,1,April,0,Mix,White,Healthy/Normal,0
Dog,1,19,Puppy/Kitten,11,May,0,Pure,White,Healthy/Normal,0
Dog,1,788,Young Adult,32,January,1,Mix,White,Healthy/Normal,0
Cat,0,22,Puppy/Kitten,4,October,0,Pure,Other,Healthy/Normal,0
Cat,1,77,Puppy/Kitten,16,December,1,Pure,Brown,Healthy/Normal,0
Dog,1,123,Puppy/Kitten,1,April,1,Mix,Black,Healthy/Normal,0
Dog,1,739,Young Adult,1,May,1,Pure,Black,Healthy/Normal,0
Other,0,368,Young Adult,3,March,0,Pure,Brown,Healthy/Normal,0
Dog,1,410,Young Adult,45,October,1,Pure,White,Healthy/Normal,0
Cat,1,3706,Senior,2,October,1,Pure,Black,Healthy/Normal,0
Dog,1,2202,Adult,10,April,1,Pure,Grey,Healthy/Normal,0
Dog,1,322,Puppy/Kitten,17,January,1,Mix,Black,Healthy/Normal,0
Cat,0,734,Young Adult,2,January,0,Pure,Red,Healthy/Normal,0
Cat,1,77,Puppy/Kitten,51,July,1,Pure,Other,Healthy/Normal,0
Dog,1,335,Puppy/Kitten,30,October,1,Mix,Black,Healthy/Normal,0
Dog,1,797,Young Adult,65,May,1,Pure,White,Healthy/Normal,0
Cat,1,3074,Senior,2,July,1,Mix,Other,Sick/Medical,0
Dog,0,372,Young Adult,7,December,1,Pure,White,Healthy/Normal,0
Dog,1,749,Young Adult,18,June,1,Mix,White,Healthy/Normal,0
Cat,0,111,Puppy/Kitten,19,November,0,Pure,Black,Sick/Medical,0
Dog,1,1526,Adult,64,June,1,Mix,White,Healthy/Normal,0
Cat,1,84,Puppy/Kitten,48,December,1,Mix,White,Healthy/Normal,0
Dog,1,387,Young Adult,21,August,1,Mix,White,Healthy/Normal,0
Cat,1,2722,Senior,165,November,1,Pure,Grey,Injured,0
Cat,1,98,Puppy/Kitten,57,August,1,Pure,White,Healthy/Normal,0
Dog,1,233,Puppy/Kitten,21,September,1,Pure,Black,Healthy/Normal,0
Dog,1,215,Puppy/Kitten,1,February,1,Mix,Tricolor,Healthy/Normal,0
Cat,0,87,Puppy/Kitten,13,August,1,Pure,White,Healthy/Normal,0
Cat,1,293,Puppy/Kitten,12,June,1,Mix,Black,Healthy/Normal,0
Cat,1,90,Puppy/Kitten,48,August,1,Pure,White,Healthy/Normal,0
Dog,1,385,Young Adult,20,January,1,Mix,White,Healthy/Normal,0
Cat,1,66,Puppy/Kitten,26,December,1,Pure,Black,Healthy/Normal,0
Other,0,734,Young Adult,2,April,0,Pure,Brown,Injured,0
Dog,1,376,Young Adult,10,September,1,Mix,Black,Healthy/Normal,0
Dog,1,408,Young Adult,3,August,1,Mix,Black,Healthy/Normal,0
Cat,0,734,Young Adult,4,May,0,Pure,Black,Healthy/Normal,0
Cat,1,255,Puppy/Kitten,11,March,1,Pure,Brown,Healthy/Normal,0
Dog,1,1118,Adult,18,June,1,Mix,Black,Healthy/Normal,0
Dog,1,817,Young Adult,9,May,1,Mix,Black,Healthy/Normal,0
Dog,1,736,Young Adult,5,January,1,Mix,White,Healthy/Normal,0
Dog,1,69,Puppy/Kitten,66,February,1,Pure,White,Life Stage/Developmental,0
Cat,1,368,Young Adult,2,April,0,Pure,White,Healthy/Normal,0
Cat,1,3297,Senior,9,October,1,Pure,Red,Healthy/Normal,0
Dog,1,442,Young Adult,8,August,1,Pure,Tricolor,Healthy/Normal,0
Cat,1,23,Puppy/Kitten,1,August,0,Pure,Brown,Life Stage/Developmental,0
Cat,1,71,Puppy/Kitten,9,June,1,Pure,Other,Healthy/Normal,0
Dog,1,708,Young Adult,11,December,0,Mix,White,Healthy/Normal,0
Cat,1,962,Young Adult,231,July,1,Mix,White,Healthy/Normal,0
Dog,1,249,Puppy/Kitten,4,January,0,Mix,White,Healthy/Normal,0
Dog,1,456,Young Adult,91,September,1,Pure,White,Healthy/Normal,0
Dog,1,386,Young Adult,21,December,1,Mix,Gold,Healthy/Normal,0
Dog,1,2926,Senior,4,December,1,Pure,Brown,Injured,0
Cat,1,64,Puppy/Kitten,5,August,1,Pure,Brown,Healthy/Normal,0
Cat,1,735,Young Adult,4,February,1,Mix,Other,Healthy/Normal,0
Dog,1,2218,Adult,16,September,0,Mix,White,Healthy/Normal,0
Cat,1,27,Puppy/Kitten,5,July,0,Mix,White,Healthy/Normal,0
Cat,1,96,Puppy/Kitten,44,December,1,Mix,Grey,Healthy/Normal,0
Cat,1,85,Puppy/Kitten,39,July,1,Pure,Red,Sick/Medical,0
Dog,1,111,Puppy/Kitten,4,October,1,Pure,Black,Healthy/Normal,0
Dog,1,1832,Adult,4,July,1,Mix,Black,Healthy/Normal,0
Dog,1,2605,Senior,47,August,1,Pure,Black,Healthy/Normal,0
Cat,1,68,Puppy/Kitten,2,March,1,Mix,Brown,Healthy/Normal,0
Cat,1,70,Puppy/Kitten,62,November,0,Mix,Other,Healthy/Normal,0
Cat,0,86,Puppy/Kitten,10,December,0,Mix,Black,Healthy/Normal,0
Cat,1,312,Puppy/Kitten,4,February,1,Mix,Black,Healthy/Normal,0
Cat,1,79,Puppy/Kitten,49,June,1,Mix,Brown,Life Stage/Developmental,0
Other,1,262,Puppy/Kitten,24,June,0,Pure,Black,Healthy/Normal,0
Cat,0,1105,Adult,8,November,0,Pure,Brown,Healthy/Normal,0
Dog,1,3140,Senior,49,June,1,Mix,Black,Healthy/Normal,0
Dog,0,553,Young Adult,3,November,0,Pure,Gold,Healthy/Normal,0
Cat,0,81,Puppy/Kitten,19,August,0,Pure,White,Healthy/Normal,0
Dog,1,369,Young Adult,3,November,0,Mix,Red,Healthy/Normal,0
Dog,1,733,Young Adult,3,December,1,Mix,Black,Healthy/Normal,0
Cat,1,93,Puppy/Kitten,1,June,0,Pure,Grey,Sick/Medical,0
Dog,0,138,Puppy/Kitten,15,December,1,Pure,White,Healthy/Normal,0
Dog,1,188,Puppy/Kitten,4,October,1,Mix,Brown,Healthy/Normal,0
Dog,1,373,Young Adult,8,January,1,Pure,Black,Healthy/Normal,0
Dog,1,312,Puppy/Kitten,8,July,1,Mix,Black,Healthy/Normal,0
Cat,1,188,Puppy/Kitten,4,January,1,Mix,Brown,Healthy/Normal,0
Dog,1,911,Young Adult,128,May,1,Pure,White,Healthy/Normal,0
Cat,1,407,Young Adult,2,December,1,Pure,Other,Healthy/Normal,0
Dog,1,937,Young Adult,3,June,1,Mix,White,Healthy/Normal,0
Cat,1,403,Young Adult,36,October,1,Mix,Black,Healthy/Normal,0
Dog,1,261,Puppy/Kitten,18,September,1,Pure,Gold,Healthy/Normal,0
Cat,0,52,Puppy/Kitten,14,November,0,Mix,Other,Healthy/Normal,0
Dog,1,2915,Senior,14,August,1,Pure,Grey,Healthy/Normal,0
Dog,1,1826,Adult,134,March,1,Mix,White,Healthy/Normal,0
Cat,1,2970,Senior,24,May,1,Mix,Other,Healthy/Normal,0
Cat,1,103,Puppy/Kitten,61,November,1,Pure,Black,Healthy/Normal,0
Dog,1,370,Young Adult,5,November,1,Mix,White,Healthy/Normal,0
Cat,1,100,Puppy/Kitten,61,June,1,Mix,Other,Healthy/Normal,0
Dog,1,376,Young Adult,10,November,0,Mix,Brown,Healthy/Normal,0
Dog,1,381,Young Adult,7,December,0,Mix,White,Healthy/Normal,0
Dog,1,371,Young Adult,5,February,0,Mix,Black,Healthy/Normal,0
Dog,0,124,Puppy/Kitten,4,June,1,Mix,White,Healthy/Normal,0
Cat,1,30,Puppy/Kitten,8,May,0,Mix,Red,Healthy/Normal,0
Dog,1,740,Young Adult,9,September,1,Mix,Black,Healthy/Normal,0
Dog,1,921,Young Adult,7,March,1,Mix,Black,Healthy/Normal,0
Dog,1,947,Young Adult,8,April,1,Mix,Black,Healthy/Normal,0
Cat,0,215,Puppy/Kitten,2,April,1,Mix,Brown,Healthy/Normal,0
Dog,1,1462,Adult,156,March,1,Mix,Black,Injured,0
Cat,0,158,Puppy/Kitten,4,January,1,Mix,Grey,Healthy/Normal,0
Dog,1,2557,Adult,5,September,1,Mix,Tricolor,Healthy/Normal,0
Cat,1,73,Puppy/Kitten,9,August,1,Mix,Red,Healthy/Normal,0
Dog,1,756,Young Adult,26,May,1,Mix,White,Healthy/Normal,0
Cat,1,72,Puppy/Kitten,27,August,1,Mix,White,Healthy/Normal,0
Dog,1,1091,Young Adult,2,October,1,Pure,Black,Healthy/Normal,0
Cat,1,96,Puppy/Kitten,4,October,1,Mix,Other,Healthy/Normal,0
Dog,1,826,Young Adult,96,May,1,Mix,White,Healthy/Normal,0
Cat,1,738,Young Adult,7,October,1,Pure,Brown,Healthy/Normal,0
Dog,1,106,Puppy/Kitten,8,December,1,Mix,White,Healthy/Normal,0
Cat,1,65,Puppy/Kitten,4,October,1,Mix,Brown,Healthy/Normal,0
Dog,1,311,Puppy/Kitten,7,May,1,Mix,Gold,Healthy/Normal,0
Dog,1,755,Young Adult,24,July,1,Pure,Grey,Sick/Medical,0
Dog,0,133,Puppy/Kitten,1,August,1,Mix,Black,Healthy/Normal,0
Cat,1,101,Puppy/Kitten,56,July,1,Mix,White,Healthy/Normal,0
Cat,1,143,Puppy/Kitten,106,November,1,Pure,Grey,Sick/Medical,0
Cat,0,32,Puppy/Kitten,11,May,0,Pure,Red,Life Stage/Developmental,0
Dog,0,732,Young Adult,1,June,0,Pure,Tricolor,Healthy/Normal,0
Dog,1,407,Puppy/Kitten,133,December,1,Mix,White,Healthy/Normal,0
Cat,1,3678,Senior,26,October,1,Pure,Red,Healthy/Normal,0
Dog,1,372,Young Adult,7,June,1,Pure,Black,Healthy/Normal,0
Dog,1,737,Young Adult,7,August,1,Mix,White,Healthy/Normal,0
Dog,1,1472,Adult,10,April,1,Mix,Gold,Healthy/Normal,0
Other,1,743,Young Adult,12,January,0,Pure,Black,Healthy/Normal,0
Cat,1,101,Puppy/Kitten,16,July,1,Pure,White,Healthy/Normal,0
Cat,1,148,Puppy/Kitten,25,January,1,Pure,Black,Healthy/Normal,0
Cat,1,6218,Senior,9,October,1,Mix,White,Healthy/Normal,0
Other,0,367,Young Adult,2,June,0,Pure,Black,Healthy/Normal,0
Cat,0,91,Puppy/Kitten,6,December,1,Pure,White,Healthy/Normal,0
Cat,1,2473,Adult,9,August,1,Pure,Other,Injured,0
Dog,1,305,Puppy/Kitten,8,December,1,Pure,White,Healthy/Normal,0
Dog,1,5852,Senior,7,December,1,Pure,White,Life Stage/Developmental,0
Cat,0,83,Puppy/Kitten,14,June,1,Mix,Brown,Healthy/Normal,0
Cat,0,368,Young Adult,3,July,0,Mix,White,Healthy/Normal,0
Cat,1,1468,Adult,6,August,1,Pure,Red,Healthy/Normal,0
Dog,1,398,Young Adult,33,December,1,Mix,White,Healthy/Normal,0
Dog,1,369,Young Adult,4,November,0,Pure,Gold,Healthy/Normal,0
Dog,1,766,Young Adult,36,October,0,Pure,White,Injured,0
Dog,1,1010,Young Adult,3,May,0,Mix,Grey,Healthy/Normal,0
